Record ID,Data Status,Data Quality,Last Updated,Source ID,Source URL,Notes,Venue Name,Previous / Alternative Venue Name,Venue Type,Primary Use,Country,City,State / Prefecture,Metro Area,Latitude,Longitude,Ownership Type,Opened Year,Renovated Year,New / Renewed Venue Flag,Capacity,Total Site Area sqm,Nearest Major Station / Airport,Distance to CBD km,Sponsor Name,Sponsor Industry,Sponsor HQ Country,Contract Status,Contract Announcement Date,Contract Start Year,Contract End Year,Contract Length years,Currency,Total Contract Value Original,Annual Fee Original,Annualized Fee Original Calc,FX to Base Currency,Annualized Fee Base Currency,Inflation / CPI Normalization Factor,Real Annualized Fee Base Year,Rights Scope Summary,Included Assets / Benefits,Exclusivity Y/N,Renewal Y/N,Termination / Opt-out Y/N,Primary Tenant / Team,League / Competition,League Tier / Level,Multi-tenant Y/N,Number of Anchor Tenants,Average Home Attendance,Annual Venue Attendance,Annual Event Days,Sports Event Days,Concert / Entertainment Days,Other Event Days,Utilization Rate,Attendance per Seat,Broadcast / Streaming Viewers Annual,National Broadcast Games / Events,International Exposure Y/N,Media Mentions Annual,Estimated Media Impressions,Social Followers Tenant / Venue,Annual Social Posts Mentioning Venue,Social Impressions Annual,Avg Engagement Rate,Google Trends Index Venue,Search Volume Venue,Mobile Foot Traffic Annual,City Population,Metro Population,Regional GDP / GRP,Median Household Income,Annual Tourists / Visitors City,Number of Large Corporate HQs,Sponsor-Venue Fit Notes,Comparable Venue Group,Special Factors,Missing Data Flag,Researcher Comments,Region,Subregion,Local Country / Territory Name,Local Venue Name,English Venue Name,Original Language Source Title,Original Language,Row Source Type,Data Type / Value Basis,Value Disclosure Status,Rights Type,Naming Scope,Tax Treatment,Public / Private Facility,Facility Governance / Scheme,Bundled Assets Flag,Local Currency Notes,Regional Data Notes,Group 1-3 Completeness %,Group 1-3 Cells Filled (of 31),Group 1-2 Completeness % (excl. Tax)
SBJ-FULL-549,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 11; raw years=15 (2036); raw annual=$800K; raw total=$12M.,UCHealth Champions Center,,Arena / Indoor Venue,Collegiate,United States,Boulder,Colorado,,,,Public,2015.0,,,,,,,UCHealth,Health Care,,Listed in SBJ directory,,2022.0,2036.0,15.0,USD,12000000.0,800000.0,800000.0,1.0,800000.0,,,Collegiate,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Colorado Buffaloes,NCAA Division I (Big 12 Conference),Collegiate,N,1.0,,,,,,,,,,,,,,900000.0,,,,,,,,,,,,,,Collegiate,,N,"Source page 11. Raw fields: Years='15 (2036)', Annual='$800K', Total='$12M'.",,,,,,,,,,,,,,Public,,,,,0.5161290322580645,16,0.9375
SBJ-FULL-570,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Viejas Arena,,Arena / Indoor Venue,Collegiate,United States,San Diego,California,,,,Public,1997.0,,,12414.0,,,,Viejas Band of Kumeyaay Indians,Non-profit,,Listed in SBJ directory,,2020.0,2029.0,10.0,USD,6000000.0,,,1.0,,,,Collegiate,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"San Diego State Aztecs, San Diego Mojo",NCAA Division I (Mountain West Conference),Collegiate,Y,2.0,,,,,,,,,,,,,,61000.0,,,,,,,,,,,,,,Collegiate,,Y,"Source page 12. Raw fields: Years='N/A (N/A)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Public,,,,,0.5161290322580645,16,0.9375
SBJ-FULL-577,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Werner Park,,Ballpark / Field,Minor League,United States,Papillion,NE,,,,Public,2011.0,,,9023.0,,,,Werner Enterprises,Construction,,Listed in SBJ directory,,2022.0,2030.0,9.0,USD,,305000.0,,1.0,,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Omaha Storm Chasers, Union Omaha",International League (Triple-A),Minor League,Y,2.0,4024.0,,,,,,,,,,,,,35000.0,,,,,,,,,,,,,,Minor League,,Y,"Source page 12. Raw fields: Years='9 (2030)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Public,,,,,0.5483870967741935,17,0.9375
KROLL-EST-011,Imported from Kroll revised list,4 - User-provided Kroll extract / original PDF URL,2026-07-01,SRC-KROLL-001,https://edge.sitecorecloud.io/krollllc17bf0-kroll6fee-proda464-0e9b/media/Kroll-Images/PDFs/european-football-stadium-naming-rights-report-2024.pdf,Estimated value per season from Kroll table. Sponsor listed in Kroll extract:...,Emirates Stadium,,Stadium,European football,United Kingdom,London,Greater London,,,,Private,2006.0,,,60704.0,,,,Emirates,,,Estimated value from Kroll; not necessarily an actual contract,,2014.0,2028.0,15.0,EUR,,10500000.0,10500000.0,,,,,Stadium naming-rights value estimate,,,,,Arsenal F.C.,Premier League,Top European football league,,,60251.0,,,,,,,,,,,,,32000000.0,,,,,,,,,,,,,,Kroll European football clubs,Kroll estimates include actual and potential naming-rights values; do not treat all as actual contracts.,Y,"Kroll value is an estimated annual naming-rights value per season, not necessarily a signed contract amount.",,,,,,,,,,,,,,Private,,,,,0.5483870967741935,17,0.9375
KROLL-EST-015,Imported from Kroll revised list,4 - User-provided Kroll extract / original PDF URL,2026-07-01,SRC-KROLL-001,https://edge.sitecorecloud.io/krollllc17bf0-kroll6fee-proda464-0e9b/media/Kroll-Images/PDFs/european-football-stadium-naming-rights-report-2024.pdf,Estimated value per season from Kroll table. Sponsor listed in Kroll extract:...,Atlético de Madrid,,Stadium,European football,Spain,Madrid,Community of Madrid,,,,Private,2017.0,,,70692.0,,,,Cívitas Grupo,,,Estimated value from Kroll; not necessarily an actual contract,,2023.0,2032.0,10.0,EUR,,8900000.0,8900000.0,,,,,Stadium naming-rights value estimate,,,,,Atlético de Madrid,La Liga,Top European football league,,,60883.0,,,,,,,,,,,,,18000000.0,,,,,,,,,,,,,,Kroll European football clubs,Kroll estimates include actual and potential naming-rights values; do not treat all as actual contracts.,Y,"Kroll value is an estimated annual naming-rights value per season, not necessarily a signed contract amount.",,,,,,,,,,,,,,Private,,,,,0.5483870967741935,17,0.9375
KROLL-EST-032,Imported from Kroll revised list,4 - User-provided Kroll extract / original PDF URL,2026-07-01,SRC-KROLL-001,https://edge.sitecorecloud.io/krollllc17bf0-kroll6fee-proda464-0e9b/media/Kroll-Images/PDFs/european-football-stadium-naming-rights-report-2024.pdf,Estimated value per season from Kroll table. Sponsor listed in Kroll extract:...,Philips Stadion,,Stadium,European football,Netherlands,Eindhoven,North Brabant,,,,Mixed,1913.0,,,35119.0,,,,Philips,,,Estimated value from Kroll; not necessarily an actual contract,,2022.0,2031.0,10.0,EUR,,1800000.0,1800000.0,,,,,Stadium naming-rights value estimate,,,,,PSV Eindhoven,Eredivisie,Top European football league,,,34068.0,,,,,,,,,,,,,1380647.0,,,,,,,,,,,,,,Kroll European football clubs,Kroll estimates include actual and potential naming-rights values; do not treat all as actual contracts.,Y,"Kroll value is an estimated annual naming-rights value per season, not necessarily a signed contract amount.",,,,,,,,,,,,,,Mixed,,,,,0.5483870967741935,17,0.9375
ASIA-001,Needs Verification,Medium,2026-07-01,SRC-ASIA-001,https://jns-e.com/news/20251015-430/?utm_source=chatgpt.com,Asia naming-rights data imported from user-provided extract. Raw annual='約20億円／年'. Raw contract period='2026年1月〜2030年12月、5年'.,MUFG Stadium,National Stadium,Stadium,Multi-purpose,Japan,Tokyo,Tokyo,Greater Tokyo / Tokyo,,,Public,2019.0,,,68000.0,,,,Mitsubishi UFJ Financial Group,Financial Services,Japan,Announced,,2026.0,2030.0,5.0,JPY,10000000000.0,2000000000.0,2000000000.0,,,,,Stadium naming rights,Full venue,,Unknown,Unknown,Japan national football team / Japan national rugby union team,,Non-sports anchor,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia-Pacific benchmark,Official source confirms name and contract period; amount is not officially disclosed and should be treated as media-estimated.,Y,Source basis in user table: 報道推定. Reported as approximately JPY 10.0B over five years; annualized at approximately JPY 2.0B.,Asia-Pacific,East Asia,日本,国立競技場,MUFG Stadium,国立競技場「ナショナルスタジアムパートナー」第一号に ...,Japanese,Venue operator release,Media estimate,Non-disclosed,Stadium naming rights,Full venue,Unknown,Public,National facility,No,Reported as approximately JPY 10.0B over five years; annualized at approximately JPY 2.0B.,Official source confirms name and contract period; amount is not officially disclosed and should be treated as media-estimated. Japanese note: 公式には契約期間5年・呼称は確認可能。金額は非公表だが、報道では5年約100億円規模。モデルでは `Estimated / Media Report` 扱い。([MUFGスタジアム公式サイト][1]),0.5161290322580645,16,0.9375
SBJ-FULL-003,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",ABC Supply Stadium,,Stadium,Minor League,United States,Beloit,Wisconsin,,,,Mixed,2021.0,,,3850.0,,,,ABC Supply Co.,Retail,,Listed in SBJ directory,,2022.0,2041.0,20.0,USD,,,,1.0,,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Beloit Sky Carp,MiLB High-A - Midwest League,Minor League,N,1.0,1500.0,,,,,,,,,,,,,11600.0,,,,,,,,,,,,,,Minor League,,Y,"Source page 1. Raw fields: Years='20 (2041)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,PPP,,,,,0.5161290322580645,16,0.875
SBJ-FULL-014,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Adventist Health Arena,,Arena / Indoor Venue,Minor League,United States,Stockton,California,,,,Public,2005.0,,,10000.0,,,,Adventist Health,Health Care,,Listed in SBJ directory,,2024.0,2033.0,10.0,USD,,,,1.0,,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Stockton Kings,NBA G League,Minor League,N,1.0,,,,,,,,,,,,,,51000.0,,,,,,,,,,,,,,Minor League,,Y,"Source page 1. Raw fields: Years='N/A (N/A)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Public,,,,,0.4838709677419355,15,0.875
SBJ-FULL-023,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Allegacy Federal Credit Union Stadium,,Stadium,Collegiate,United States,Winston-Salem,North Carolina,,,,Private,1968.0,,,31500.0,,,,Allegacy Federal Credit Union,Financial Services,,Listed in SBJ directory,,2024.0,2038.0,15.0,USD,,,,1.0,,,,Collegiate,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Wake Forest,NCAA Division I - ACC,Collegiate,N,1.0,29433.0,,,,,,,,,,,,,120200.0,,,,,,,,,,,,,,Collegiate,,Y,"Source page 1. Raw fields: Years='N/A (N/A)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Private,,,,,0.5161290322580645,16,0.875
SBJ-FULL-027,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Allianz Field,,Ballpark / Field,Major League,United States,Saint Paul,Minnesota,,,,Mixed,2019.0,,,19400.0,,,,Allianz,Insurance,,Listed in SBJ directory,,2020.0,2031.0,12.0,USD,,,,1.0,,,,Major League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Minnesota United FC, Minnesota United FC 2",MLS,Major League,Y,2.0,19584.0,,,,,,,,,,,,,242000.0,,,,,,,,,,,,,,Major League,,Y,"Source page 1. Raw fields: Years='12 (2031)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,PPP,,,,,0.5161290322580645,16,0.875
SBJ-FULL-031,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Amerant Bank Arena,,Arena / Indoor Venue,Major League,United States,Sunrise,Florida,,,,Public,1998.0,,,19250.0,,,,Amerant Bank,Financial Services,,Listed in SBJ directory,,2024.0,2028.0,5.0,USD,,,,1.0,,,,Major League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Florida Panthers,NHL,Major League,N,1.0,19216.0,,,,,,,,,,,,,631000.0,,,,,,,,,,,,,,Major League,,Y,"Source page 1. Raw fields: Years='5 (2028)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Public,,,,,0.5161290322580645,16,0.875
SBJ-FULL-032,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",America First Ballpark,,Ballpark / Field,Collegiate,United States,South Jordan,Utah,,,,Private,2025.0,,,8000.0,,,,America First Credit Union,Financial Services,,Listed in SBJ directory,,2027.0,2036.0,10.0,USD,,,,1.0,,,,Collegiate,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Salt Lake Bees,MiLB Triple-A,Collegiate,N,1.0,5274.0,,,,,,,,,,,,,76000.0,,,,,,,,,,,,,,Collegiate,,Y,"Source page 1. Raw fields: Years='10 (2036)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Private,,,,,0.5161290322580645,16,0.875
SBJ-FULL-036,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",American Bank Center Arena,,Arena / Indoor Venue,Minor League,United States,Corpus Christi,Texas,,,,Public,2004.0,,,8156.0,,,,American Bank,Financial Services,,Listed in SBJ directory,,2015.0,2024.0,10.0,USD,,,,1.0,,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Texas A&M–Corpus Christi Islanders, Corpus Christi Tritons",NCAA Division I - Southland Conference,Minor League,Y,2.0,1500.0,,,,,,,,,,,,,7634.0,,,,,,,,,,,,,,Minor League,,Y,"Source page 1. Raw fields: Years='10 (2024)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Public,,,,,0.5161290322580645,16,0.875
SBJ-FULL-043,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Arvest Ballpark,,Ballpark / Field,Minor League,United States,Springdale,Arkansas,,,,Public,2008.0,,,7305.0,,,,Arvest Financial,Financial Services,,Listed in SBJ directory,,2018.0,2027.0,10.0,USD,,,,1.0,,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Northwest Arkansas Naturals,MiLB Double-A (Texas League),Minor League,N,1.0,3366.0,,,,,,,,,,,,,18000.0,,,,,,,,,,,,,,Minor League,,Y,"Source page 1. Raw fields: Years='10 (2027)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Public,,,,,0.5161290322580645,16,0.875
SBJ-FULL-049,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Atrium Health Ballpark,,Ballpark / Field,Minor League,United States,Kannapolis,North Carolina,,,,Public,2020.0,,,4930.0,,,,Atrium Health (Advocate Health),Health Care,,Listed in SBJ directory,,2021.0,2030.0,10.0,USD,,,,1.0,,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Kannapolis Cannon Ballers,MiLB Single-A (Carolina League),Minor League,N,1.0,3000.0,,,,,,,,,,,,,26000.0,,,,,,,,,,,,,,Minor League,,Y,"Source page 1. Raw fields: Years='10 (2030)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Public,,,,,0.5161290322580645,16,0.875
SBJ-FULL-056,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Bank of America Stadium,,Stadium,Major League,United States,Charlotte,North Carolina,,,,Private,1996.0,,,75037.0,,,,Bank of America,Financial Services,,Listed in SBJ directory,,2004.0,2024.0,21.0,USD,,,,1.0,,,,Major League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Carolina Panthers, Charlotte FC, Duke's Mayo Bowl , Duke's Mayo Classic",NFL / MLS,Major League,Y,4.0,70673.0,,,,,,,,,,,,,1800000.0,,,,,,,,,,,,,,Major League,,Y,"Source page 2. Raw fields: Years='21 (2024)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Private,,,,,0.5161290322580645,16,0.875
SBJ-FULL-067,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=DND, Total=DND",BayCare Ballpark,,Ballpark / Field,Minor League,United States,Clearwater,Florida,,,,Public,2004.0,,,8500.0,,,,BayCare Health,Health Care,,Listed in SBJ directory,,2022.0,2027.0,6.0,USD,,,,1.0,,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Clearwater Threshers,Florida State League (MiLB Single-A),Minor League,N,1.0,2628.0,,,,,,,,,,,,,19000.0,,,,,,,,,,,,,,Minor League,,Y,"Source page 2. Raw fields: Years='6 (2027)', Annual='DND', Total='DND'. Data notes: Source reports Annual=DND, Total=DND",,,,,,,,,,,,,,Public,,,,,0.5161290322580645,16,0.875
SBJ-FULL-070,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Benchmark International Arena,,Arena / Indoor Venue,Major League,United States,Tampa,Florida,,,,Public,1996.0,,,19092.0,,,,Benchmark International,Financial Services,,Listed in SBJ directory,,2026.0,2035.0,10.0,USD,,,,1.0,,,,Major League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Tampa Bay Lightning,NHL,Major League,N,1.0,19092.0,,,,,,,,,,,,,803000.0,,,,,,,,,,,,,,Major League,,Y,"Source page 2. Raw fields: Years='10 (2035)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Public,,,,,0.5161290322580645,16,0.875
SBJ-FULL-074,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",BMO Center,,Arena / Indoor Venue,Minor League,United States,Rockford,Illinois,,,,Public,1981.0,,,5900.0,,,,Bank of Montreal,Financial Services,,Listed in SBJ directory,,2023.0,2032.0,10.0,USD,,,,1.0,,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Rockford IceHogs,Chicago Blitz",AHL,Minor League,Y,2.0,,,,,,,,,,,,,,54000.0,,,,,,,,,,,,,,Minor League,,Y,"Source page 2. Raw fields: Years='N/A (N/A)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Public,,,,,0.4838709677419355,15,0.875
SBJ-FULL-075,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",BMO Field,,Ballpark / Field,Major League,Canada,Toronto,Ontario,,,,Public,2007.0,,,30000.0,,,,Bank of Montreal,Financial Services,,Listed in SBJ directory,,2017.0,2026.0,10.0,USD,,,,1.0,,,,Major League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Toronto FC, Canada soccer team, Toronto Argonauts",MLS,Major League,Y,3.0,25681.0,,,,,,,,,,,,,371300.0,,,,,,,,,,,,,,Major League,,Y,"Source page 2. Raw fields: Years='10 (2026)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Public,,,,,0.5161290322580645,16,0.875
SBJ-FULL-079,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Bogota Savings Bank Center,,Arena / Indoor Venue,Collegiate,United States,Hackensack,New Jersey,,,,Private,1987.0,,,1852.0,,,,Bogota Savings Bank,Financial Services,,Listed in SBJ directory,,2025.0,2029.0,5.0,USD,,,,1.0,,,,Collegiate,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Fairleigh Knights,NCAA Division I - Northeast Conference,Collegiate,N,1.0,612.0,,,,,,,,,,,,,11700.0,,,,,,,,,,,,,,Collegiate,,Y,"Source page 2. Raw fields: Years='N/A (N/A)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Private,,,,,0.5161290322580645,16,0.875
SBJ-FULL-083,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Bragan Field at 121 Financial Park,,Ballpark / Field,Minor League,United States,Jacksonville,Florida,,,,Public,2003.0,,,11000.0,,,,121 Financial,Financial Services,,Listed in SBJ directory,,2021.0,2033.0,13.0,USD,,,,1.0,,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Jacksonville Jumbo Shrimp,AAA - International League,Minor League,N,1.0,4758.0,,,,,,,,,,,,,71000.0,,,,,,,,,,,,,,Minor League,,Y,"Source page 2. Raw fields: Years='13 (2033)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Public,,,,,0.5161290322580645,16,0.875
SBJ-FULL-089,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Busch Stadium,,Stadium,Major League,United States,St. Louis,Missouri,,,,Private,2006.0,,,44383.0,,,,Anheuser-Busch InBev,Beverages (Alcoholic),,Listed in SBJ directory,,2007.0,2030.0,24.0,USD,,,,1.0,,,,Major League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,St. Louis Cardinals,MLB,Major League,N,1.0,35530.0,,,,,,,,,,,,,1420000.0,,,,,,,,,,,,,,Major League,,Y,"Source page 2. Raw fields: Years='24 (2030)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Private,,,,,0.5161290322580645,16,0.875
SBJ-FULL-090,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",CAA Arena,,Arena / Indoor Venue,Minor League,Canada,Belleville,Ontario,,,,Public,1978.0,,,4365.0,,,,Canadian Automobile Association,Automotive,,Listed in SBJ directory,,2019.0,2025.0,7.0,USD,,,,1.0,,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Belleville Senators,AHL,Minor League,N,1.0,,,,,,,,,,,,,,27000.0,,,,,,,,,,,,,,Minor League,,Y,"Source page 2. Raw fields: Years='7 (2025)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Public,,,,,0.4838709677419355,15,0.875
SBJ-FULL-091,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Cable Dahmer Arena,,Arena / Indoor Venue,Minor League,United States,Independence,Missouri,,,,Public,2009.0,,,5800.0,,,,Cable Dahmer Automotive Group,Automotive,,Listed in SBJ directory,,2021.0,2025.0,5.0,USD,,,,1.0,,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Kansas City Maverick, Kansas City Comets, Kansas City Force",ECHL,Minor League,Y,3.0,,,,,,,,,,,,,,33000.0,,,,,,,,,,,,,,Minor League,,Y,"Source page 2. Raw fields: Years='5 (2025)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Public,,,,,0.4838709677419355,15,0.875
SBJ-FULL-094,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Camping World Stadium,,Stadium,Collegiate,United States,Orlando,Florida,,,,Public,1936.0,,,60219.0,,,,Camping World,Travel/Tourism,,Listed in SBJ directory,,2017.0,2024.0,8.0,USD,,,,1.0,,,,Collegiate,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Citrus Bowl, Citrus Bowl Pop-Tarts Bowl, Cure Bowl",NCAA - bowl games (Citrus Bowl),Collegiate,Y,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collegiate,,Y,"Source page 2. Raw fields: Years='8 (2024)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Public,,,,,0.4516129032258064,14,0.875
